SYMBOL,PRICE,TARGET,SCORE,RSI,DEBT_EQUITY,SECTOR,VOL_SURGE
MOSCHIP,171.98,197.78,8,50.54,0.13,Technology,1.04
MOTHERSON,116.9,134.44,10,52.53,0.5,Consumer Cyclical,1.13
MOTILALOFS,761.15,875.32,6,60.52,1.21,Financial Services,1.29
MOTISONS,13.49,15.51,8,53.49,0.12,Consumer Cyclical,1.18
MOTOGENFIN,22.48,25.85,6,60.47,0.0,Real Estate,0.68
MPHASIS,2385.3,2743.1,6,63.17,0.24,Technology,1.03
MPSLTD,1746.2,2008.13,4,68.23,0.02,Communication Services,0.45
MRF,134020.0,154123.0,8,51.71,0.19,Consumer Cyclical,1.27
MRPL,176.24,202.68,4,44.33,0.81,Energy,0.22
MSPL,35.49,40.81,6,66.59,0.31,Basic Materials,0.9
MSTCLTD,418.85,481.68,8,51.23,0.17,Industrials,1.65
MSUMI,38.58,44.37,8,47.26,0.14,Consumer Cyclical,1.24
MTARTECH,4158.5,4782.27,6,69.48,0.25,Industrials,3.87
MTEDUCARE,1.5,1.72,8,59.99,0.0,Consumer Defensive,0.24
MTNL,28.02,32.22,8,57.43,0.0,Communication Services,0.78
MUFIN,102.85,118.28,8,47.99,2.72,Financial Services,0.89
MUFTI,77.2,88.78,8,50.44,0.58,Consumer Cyclical,0.63
MUKANDLTD,129.61,149.05,6,55.77,1.89,Basic Materials,0.65
MUKKA,22.31,25.66,8,55.35,1.32,Consumer Defensive,0.91
MUKTAARTS,48.63,55.92,8,54.8,0.0,Communication Services,8.52
MUNJALAU,76.35,87.8,8,53.18,0.88,Consumer Cyclical,0.91
MUNJALSHOW,123.69,142.24,8,54.08,0.0,Consumer Cyclical,0.68
MURUDCERA,31.22,35.9,8,58.15,0.35,Industrials,3.23
MUTHOOTCAP,193.89,222.97,6,45.55,4.49,Financial Services,0.5
MUTHOOTFIN,3475.2,3996.48,8,55.29,3.85,Financial Services,0.62
MUTHOOTMF,167.72,192.88,6,57.07,3.2,Financial Services,1.51
MVGJL,166.18,191.11,6,63.27,0.53,Consumer Cyclical,0.79
MWL,265.65,305.5,10,52.04,0.79,Basic Materials,0.41
NACLIND,167.12,192.19,4,70.91,1.13,Basic Materials,1.48
NAGAFERT,4.22,4.85,8,54.09,0.0,Basic Materials,1.02
NAGREEKCAP,23.09,26.55,6,47.89,3.3,Financial Services,0.2
NAGREEKEXP,23.61,27.15,8,58.18,1.11,Consumer Cyclical,1.21
NAHARCAP,231.91,266.7,8,55.36,0.0,Financial Services,0.41
NAHARINDUS,97.3,111.9,8,58.27,0.51,Consumer Cyclical,0.64
NAHARPOLY,242.88,279.31,8,55.25,0.11,Consumer Cyclical,0.91
NAHARSPING,230.15,264.67,8,65.3,0.5,Consumer Cyclical,0.41
NAM-INDIA,908.65,1044.95,8,56.31,0.02,Financial Services,1.56
NARMADA,34.22,39.35,8,61.88,0.18,Basic Materials,4.63
NATCAPSUQ,154.28,177.42,8,53.47,0.46,Healthcare,0.22
NATCOPHARM,1123.7,1292.25,6,74.44,0.03,Healthcare,0.9
NATHBIOGEN,149.65,172.1,8,59.94,0.23,Basic Materials,0.49
NATIONALUM,412.35,474.2,10,61.42,0.0,Basic Materials,0.86
NAUKRI,1002.4,1152.76,8,47.09,0.0,General,1.68
NAVA,594.45,683.62,8,59.32,0.16,Industrials,2.37
NAVINFLUOR,6135.0,7055.25,6,49.93,0.33,Basic Materials,1.0
NAVKARCORP,95.31,109.61,6,62.07,0.09,Industrials,1.9
NAVKARURB,0.8,0.92,4,34.43,0.04,Basic Materials,0.98
NAVNETEDUL,131.77,151.54,8,47.8,0.05,Communication Services,0.29
NAZARA,250.83,288.45,8,54.12,0.06,Communication Services,2.66
NBCC,87.83,101.0,8,52.26,0.0,Industrials,0.92
NBIFIN,1794.7,2063.9,8,50.67,0.0,Financial Services,0.67
NCC,147.95,170.14,8,55.47,0.38,Industrials,0.76
NCLIND,181.47,208.69,8,55.83,0.36,Basic Materials,0.5
NDGL,2473.6,2844.64,8,50.02,0.0,Financial Services,0.13
NDL,2.55,2.93,8,55.13,0.35,Consumer Cyclical,0.51
NDLVENTURE,121.07,139.23,10,58.54,0.0,Communication Services,0.19
NDRAUTO,715.35,822.65,8,54.38,0.16,Consumer Cyclical,1.39
NDTV,75.91,87.3,8,54.47,0.0,Communication Services,0.85
NECCLTD,15.23,17.51,8,63.1,0.53,Industrials,0.96
NECLIFE,10.69,12.29,6,44.83,0.64,Healthcare,0.93
NELCAST,122.67,141.07,8,54.35,0.0,Industrials,1.27
NELCO,623.85,717.43,8,56.21,0.56,Technology,0.84
NEOGEN,1301.4,1496.61,8,51.78,1.41,Basic Materials,0.66
NESCO,1124.1,1292.71,6,58.27,0.04,Industrials,0.94
NESTLEIND,1228.7,1413.0,10,52.05,0.11,Consumer Defensive,0.91
NETWEB,3340.1,3841.12,10,54.64,0.03,Technology,0.79
NETWORK18,32.05,36.86,8,51.24,0.64,Communication Services,0.79
NEULANDLAB,14723.0,16931.45,6,71.06,0.16,Healthcare,1.72
NEWGEN,457.2,525.78,8,47.8,0.03,Technology,0.51
NEXTMEDIA,4.33,4.98,6,46.11,0.0,Communication Services,0.55
NFL,74.87,86.1,6,55.89,1.77,Basic Materials,1.42
NGIL,26.55,30.53,8,57.38,0.42,Consumer Defensive,0.81
NGLFINE,2361.8,2716.07,10,59.8,0.29,Healthcare,2.33
NH,1728.2,1987.43,8,53.47,0.58,Healthcare,0.66
NHPC,77.11,88.68,8,55.59,1.0,Utilities,1.87
NIACL,129.94,149.43,8,47.06,0.0,Financial Services,0.8
NIBE,938.55,1079.33,6,47.34,0.0,Industrials,0.93
NIBL,28.75,33.06,6,47.79,0.0,Industrials,0.25
NIITLTD,64.1,73.71,8,52.84,0.01,Consumer Defensive,1.83
NIITMTS,308.75,355.06,8,52.02,0.19,Consumer Defensive,0.66
NILAINFRA,8.41,9.67,6,64.6,0.14,Real Estate,0.71
NILASPACES,13.73,15.79,8,56.08,0.63,Real Estate,0.46
NILKAMAL,1283.3,1475.8,8,54.04,0.36,Consumer Cyclical,0.32
NINSYS,417.05,479.61,8,69.11,0.03,Technology,0.16
NIPPOBATRY,335.5,385.82,6,60.93,0.37,Industrials,0.98
NIRAJ,27.68,31.83,8,54.83,0.01,Industrials,0.69
NIRAJISPAT,185.36,213.16,2,36.77,0.0,Consumer Cyclical,0.49
NITCO,82.35,94.7,8,51.97,1.01,Industrials,0.46
NITINSPIN,383.65,441.2,10,57.74,0.67,Consumer Cyclical,0.68
NITIRAJ,211.57,243.31,6,51.64,0.0,Technology,0.88
NIVABUPA,73.45,84.47,8,54.71,0.0,General,0.42
NKIND,63.24,72.73,8,50.73,0.0,General,0.98
NLCINDIA,268.8,309.12,10,53.16,0.0,General,0.41
NMDC,84.44,97.11,8,63.15,0.0,General,1.04
NOCIL,165.05,189.81,8,62.89,0.0,General,0.07
NOIDATOLL,3.71,4.27,8,57.66,0.0,General,0.97
NORBTEAEXP,85.49,98.31,4,41.05,0.0,General,1.31
NORTHARC,234.6,269.79,8,52.46,0.0,General,0.42
NOVAAGRI,28.52,32.8,8,56.69,0.0,General,1.22
NPST,1261.1,1450.26,6,60.51,0.0,General,0.8
NRAIL,422.5,485.87,10,51.06,0.0,General,0.32
NRBBEARING,252.22,290.05,8,52.38,0.0,General,0.62
NRL,50.77,58.39,8,53.78,0.0,General,0.18
NSIL,5484.9,6307.63,8,51.56,0.0,General,0.7
NSLNISP,40.81,46.93,6,63.16,0.0,General,1.29
NTPC,378.65,435.45,8,55.0,0.0,General,1.21
NTPCGREEN,96.15,110.57,6,53.16,0.0,General,0.27
NUCLEUS,831.3,955.99,8,54.78,0.0,General,0.3
NURECA,254.91,293.15,8,52.58,0.0,General,0.4
NUVAMA,1294.8,1489.02,6,62.24,0.0,General,0.75
NUVOCO,305.65,351.5,8,51.95,0.0,General,0.63
NYKAA,254.93,293.17,10,55.46,0.0,General,0.75
OAL,263.09,302.55,6,57.95,0.0,General,0.27
OBCL,55.33,63.63,4,47.16,0.0,General,0.06
OBEROIRLTY,1653.5,1901.52,6,68.04,0.0,General,1.49
OCCLLTD,92.8,106.72,6,57.96,0.0,General,0.38
ODIGMA,27.9,32.08,4,66.34,0.0,General,2.12
OFSS,7217.5,8300.12,8,60.92,0.0,General,0.69
OIL,470.75,541.36,6,49.23,0.0,General,1.85
OILCOUNTUB,43.77,50.34,8,53.07,0.0,General,1.64
OLAELEC,36.32,41.77,4,75.88,0.0,General,5.21
OLECTRA,1131.3,1301.0,8,61.91,0.0,General,1.02
OMAXAUTO,104.64,120.34,8,54.95,0.0,General,0.31
OMAXE,76.03,87.43,8,56.14,0.0,General,0.19
OMINFRAL,89.65,103.1,8,56.91,0.0,General,0.64
OMKARCHEM,4.24,4.88,8,53.52,0.0,General,0.6
ONELIFECAP,15.02,17.27,10,48.18,0.0,General,0.06
ONEPOINT,51.11,58.78,6,65.0,0.0,General,1.16
ONESOURCE,1375.7,1582.05,4,46.96,0.0,General,0.26
ONGC,288.6,331.89,10,64.8,0.0,General,0.56
ONMOBILE,45.0,51.75,2,44.8,0.0,General,1.07
ONWARDTEC,245.63,282.47,8,49.78,0.0,General,0.42
OPTIEMUS,363.0,417.45,8,54.62,0.0,General,0.93
ORBTEXP,161.89,186.17,8,54.6,0.0,General,0.24
ORCHASP,2.02,2.32,4,40.1,0.0,General,0.61
ORCHPHARMA,541.85,623.13,8,48.56,0.0,General,0.61
ORICONENT,66.94,76.98,10,53.61,0.0,General,0.45
ORIENTALTL,7.2,8.28,4,66.34,0.0,General,1.29
ORIENTBELL,269.25,309.64,8,49.08,0.0,General,1.0
ORIENTCEM,137.34,157.94,8,48.55,0.0,General,0.77
ORIENTCER,40.2,46.23,10,56.33,0.0,General,0.25
ORIENTELEC,159.7,183.65,2,43.88,0.0,General,2.09
ORIENTHOT,96.34,110.79,8,55.21,0.0,General,0.44
ORIENTLTD,59.14,68.01,4,44.94,0.0,General,1.59
ORIENTPPR,18.03,20.73,8,57.34,0.0,General,0.62
ORIENTTECH,268.84,309.17,8,49.97,0.0,General,0.64
ORISSAMINE,3692.3,4246.15,8,51.05,0.0,General,0.47
ORTEL,1.62,1.86,4,48.53,0.0,General,1.07
ORTINGLOBE,15.4,17.71,10,50.86,0.0,General,0.11
OSIAHYPER,3.86,4.44,4,18.56,0.0,General,0.09
OSWALAGRO,51.86,59.64,6,62.49,0.0,General,1.8
OSWALGREEN,27.21,31.29,8,58.15,0.0,General,0.79
OSWALSEEDS,12.34,14.19,8,58.66,0.0,General,7.9
PAGEIND,35950.0,41342.5,4,70.87,0.0,General,0.96
PAISALO,38.02,43.72,8,67.1,0.0,General,1.01
PAKKA,91.81,105.58,8,58.01,0.0,General,0.55
PALASHSECU,93.41,107.42,6,61.21,0.0,General,0.33
PALREDTEC,32.93,37.87,6,56.42,0.0,General,0.75
PANACEABIO,321.9,370.18,6,46.64,0.0,General,0.89
PANACHE,308.15,354.37,8,49.69,0.0,General,1.05
PANAMAPET,266.12,306.04,8,49.17,0.0,General,1.56
PANSARI,283.95,326.54,10,53.8,0.0,General,0.02
PAR,91.26,104.95,8,55.49,0.0,General,0.14
PARACABLES,36.27,41.71,8,57.95,0.0,General,0.8
PARADEEP,119.35,137.25,8,55.21,0.0,General,1.24
PARAGMILK,201.77,232.04,8,50.49,0.0,General,1.35
PARAS,675.0,776.25,8,55.97,0.0,General,1.13
PARASPETRO,2.33,2.68,8,50.56,0.0,General,0.52
PARKHOTELS,114.18,131.31,8,52.22,0.0,General,0.2
PARSVNATH,6.74,7.75,8,49.91,0.0,General,0.6
PASHUPATI,997.55,1147.18,8,62.38,0.57,Consumer Cyclical,0.63
PASUPTAC,46.4,53.36,8,51.0,0.29,Consumer Cyclical,0.97
PATANJALI,459.7,528.66,4,36.21,0.24,Consumer Defensive,0.9
PATELENG,26.23,30.16,8,54.66,0.4,Industrials,0.61
PATINTLOG,10.75,12.36,8,58.48,0.11,Industrials,1.14
PAVNAIND,17.77,20.44,8,48.58,0.37,Consumer Cyclical,0.77
PAYTM,1097.95,1262.64,8,55.22,0.01,Technology,1.71
PCBL,271.09,311.75,8,52.69,1.35,Basic Materials,0.24
PCJEWELLER,9.2,10.58,8,56.86,0.22,Consumer Cyclical,1.44
PDMJEPAPER,83.94,96.53,6,63.84,0.02,Basic Materials,0.81
PDSL,298.1,342.82,8,55.84,0.7,Industrials,0.22
PEARLPOLY,16.49,18.96,8,51.28,0.0,Consumer Cyclical,0.34
PENIND,159.65,183.6,6,59.41,0.0,General,0.65
PENINLAND,16.92,19.46,8,50.86,0.0,General,0.31
PERSISTENT,5471.1,6291.77,6,67.75,0.0,General,0.82
PETRONET,271.37,312.08,8,50.39,0.0,General,1.54
PFC,428.05,492.26,8,60.65,0.0,General,1.22
PFIZER,4749.1,5461.47,8,47.53,0.0,General,0.58
PFOCUS,319.1,366.97,10,57.97,0.0,General,0.76
PFS,28.23,32.46,8,51.18,0.0,General,0.56
PGEL,479.8,551.77,2,42.22,0.0,General,1.14
PGHH,9673.5,11124.52,4,36.87,0.0,General,0.78
PGHL,4802.1,5522.42,4,42.1,0.0,General,1.36
PGIL,1512.8,1739.72,10,51.86,0.0,General,0.35
PHOENIXLTD,1709.9,1966.39,8,61.9,0.0,General,1.24
PIDILITIND,1347.4,1549.51,8,48.1,0.0,General,1.14
PIGL,108.85,125.18,8,53.39,0.0,General,1.06
PIIND,2880.7,3312.8,8,47.36,0.0,General,1.68
PILANIINVS,4491.7,5165.46,8,49.79,0.0,General,0.27
PILITA,7.02,8.07,4,41.42,0.0,General,1.06
PIONEEREMB,24.78,28.5,8,52.22,0.0,General,0.11
PITTIENG,828.5,952.78,8,57.11,0.83,Industrials,2.14
PIXTRANS,1459.1,1677.96,10,53.07,0.05,Industrials,0.6
PKTEA,771.8,887.57,4,44.51,0.21,Consumer Defensive,0.36
PLASTIBLEN,138.51,159.29,8,52.25,0.05,Basic Materials,0.78
PLATIND,209.1,240.47,8,50.55,0.06,Basic Materials,0.55
PLAZACABLE,36.79,42.31,8,58.22,0.27,Industrials,0.75
PNB,109.59,126.03,8,46.7,0.0,Financial Services,1.03
PNBGILTS,68.99,79.34,6,48.74,15.6,Financial Services,1.03
PNBHOUSING,862.95,992.39,4,60.39,2.62,Financial Services,0.71
PNC,23.12,26.59,8,58.31,0.02,Communication Services,0.43
PNCINFRA,179.87,206.85,4,44.58,0.77,Industrials,0.84
PNGJL,618.75,711.56,6,65.63,0.76,Consumer Cyclical,1.32
POCL,1159.5,1333.42,6,56.81,0.05,Basic Materials,0.82
PODDARMENT,228.92,263.26,8,54.57,0.0,Basic Materials,0.45
POKARNA,888.75,1022.06,8,50.16,0.38,Industrials,1.42
POLICYBZR,1493.3,1717.3,8,52.21,0.05,Financial Services,0.65
POLYCAB,7607.0,8748.05,10,55.64,0.02,Industrials,0.72
POLYMED,1438.8,1654.62,6,61.2,0.08,Healthcare,0.51
POLYPLEX,869.35,999.75,8,58.87,0.14,Basic Materials,0.77
PONNIERODE,279.95,321.94,8,56.25,0.0,Consumer Defensive,0.29
POONAWALLA,401.75,462.01,6,47.22,3.64,Financial Services,3.15
POWERGRID,298.1,342.82,8,54.21,1.41,Utilities,1.01
POWERINDIA,27315.0,31412.25,6,67.93,0.02,Industrials,1.87
POWERMECH,2078.0,2389.7,8,57.18,0.41,Industrials,0.67
PPAP,202.78,233.2,8,52.82,0.65,Consumer Cyclical,0.57
PPL,207.28,238.37,8,58.75,0.03,Industrials,0.66
PPLPHARMA,142.95,164.39,8,46.63,0.0,General,0.45
PRABHA,157.19,180.77,8,49.78,0.0,General,0.82
PRAENG,22.98,26.43,6,60.28,0.0,General,1.29
PRAJIND,336.6,387.09,8,59.54,0.0,General,0.52
PRAKASH,132.78,152.7,6,59.17,0.0,General,0.92
PRAKASHSTL,4.43,5.09,6,61.67,0.0,General,0.67
PRAXIS,7.71,8.87,6,64.54,0.0,General,0.28
PRECAM,142.17,163.5,6,62.26,0.0,General,2.76
PRECOT,567.85,653.03,8,68.12,0.0,General,1.32
PRECWIRE,328.9,378.23,8,59.65,0.0,General,1.78
PREMEXPLN,454.7,522.91,8,51.96,0.0,General,0.8
PREMIER,3.13,3.6,6,59.9,0.0,General,0.06
PREMIERENE,956.45,1099.92,8,72.81,0.0,General,0.93
PREMIERPOL,56.88,65.41,6,47.63,0.0,General,0.24
PRESTIGE,1319.4,1517.31,8,54.85,0.0,General,0.68
PRICOLLTD,571.5,657.22,8,56.05,0.0,General,1.14
PRIMESECU,289.9,333.38,10,59.58,0.0,General,0.47
PRIMO,22.27,25.61,6,70.12,0.0,General,0.3
PRINCEPIPE,237.2,272.78,8,50.51,0.0,General,0.47
PRITI,47.14,54.21,4,67.45,0.0,General,1.91
PRITIKAUTO,12.84,14.77,8,56.63,0.0,General,1.22
PRIVISCL,2915.8,3353.17,6,49.64,0.0,General,0.65
PROSTARM,140.84,161.97,6,57.26,0.0,General,0.55
PROTEAN,514.05,591.16,8,46.19,0.0,General,0.47
PROZONER,54.36,62.51,8,64.77,0.0,General,2.02
PRSMJOHNSN,123.93,142.52,4,45.73,0.0,General,0.88
PRUDENT,2346.8,2698.82,8,53.49,0.0,General,0.34
PRUDMOULI,16.47,18.94,6,63.34,0.0,General,1.6
PSB,24.16,27.78,8,52.63,0.0,General,0.68
PSPPROJECT,671.0,771.65,8,50.66,0.0,General,0.44
PTC,166.61,191.6,8,53.66,0.0,General,1.06
PTCIL,15436.0,17751.4,2,36.82,0.0,General,0.99
PTL,38.37,44.13,8,55.53,0.0,General,1.1
PUNJABCHEM,997.55,1147.18,6,47.96,0.0,General,0.75
PURVA,186.63,214.62,8,49.46,0.0,General,0.35
PVP,33.33,38.33,6,70.96,0.0,General,10.63
PVRINOX,941.95,1083.24,2,41.39,0.0,General,0.64
PVSL,97.08,111.64,8,55.04,0.0,General,0.53
PYRAMID,152.35,175.2,8,57.52,0.0,General,0.25
QPOWER,969.85,1115.33,6,66.37,0.0,General,2.25
QUADFUTURE,295.55,339.88,8,51.45,0.0,General,0.56
QUESS,188.87,217.2,8,54.83,0.0,General,0.86
QUICKHEAL,157.92,181.61,8,53.61,0.0,General,0.84
RACE,137.22,157.8,6,66.55,0.0,General,0.69
RACLGEAR,1295.2,1489.48,10,52.55,0.0,General,0.66
RADAAN,3.17,3.65,8,59.19,0.0,General,0.24
RADHIKAJWE,62.53,71.91,8,55.02,0.0,General,0.68
RADIANTCMS,40.6,46.69,8,58.71,0.0,General,0.17
RADICO,2717.1,3124.67,8,50.57,0.0,General,0.79
RADIOCITY,6.4,7.36,6,66.71,0.0,General,0.55
RAILTEL,282.41,324.77,8,50.98,0.0,General,1.02
RAIN,120.52,138.6,8,50.84,0.0,General,1.54
RAINBOW,1254.0,1442.1,8,63.56,0.0,General,0.73
RAJESHEXPO,104.54,120.22,8,46.47,0.0,General,1.19
RAJMET,3.96,4.55,8,61.33,0.0,General,0.99
RAJOOENG,61.33,70.53,8,57.1,0.0,General,1.08
RAJRATAN,388.25,446.49,8,51.41,0.0,General,0.61
RAJRILTD,21.53,24.76,8,54.69,0.0,General,0.35
RAJSREESUG,28.34,32.59,8,53.03,0.0,General,0.43
RAJTV,20.91,24.05,2,18.38,0.0,General,3.31
RALLIS,255.47,293.79,8,55.07,0.0,General,0.56
RAMANEWS,30.72,35.33,2,43.48,0.0,General,0.11
RAMAPHO,131.76,151.52,6,57.96,0.0,General,1.1
RAMASTEEL,5.19,5.97,8,47.31,0.0,General,0.15
RAMCOCEM,980.3,1127.34,8,49.09,0.0,General,0.49
RAMCOIND,259.5,298.42,8,46.99,0.0,General,0.99
RAMCOSYS,426.1,490.02,8,54.32,0.0,General,0.4
RAMKY,474.85,546.08,8,53.72,0.0,General,0.13
RAMRAT,326.35,375.3,10,58.21,0.0,General,0.51
RANASUG,12.89,14.82,8,64.62,0.0,General,0.52
RANEHOLDIN,1023.8,1177.37,4,37.52,0.0,General,0.83
RATEGAIN,552.6,635.49,6,60.04,0.0,General,0.9
RATNAMANI,2320.6,2668.69,6,52.6,0.0,General,0.51
RATNAVEER,143.43,164.94,8,51.42,0.0,General,1.05
RAYMOND,366.75,421.76,8,50.43,0.0,General,0.68
RAYMONDLSL,783.65,901.2,6,45.18,0.0,General,0.64
RBA,62.05,71.36,8,54.77,0.0,General,0.28
RBLBANK,317.7,365.36,10,56.59,0.0,General,0.7
RBZJEWEL,140.95,162.09,6,66.38,0.0,General,0.8
RCF,127.86,147.04,8,58.78,0.0,General,0.86
RCOM,0.98,1.13,8,60.65,0.0,General,1.28
RECLTD,346.8,398.82,8,57.21,0.0,General,0.71
REDINGTON,218.2,250.93,6,45.77,0.0,General,0.36
REDTAPE,122.47,140.84,6,58.39,0.0,General,3.06
REFEX,221.47,254.69,8,56.12,0.0,General,0.65
REGENCERAM,44.84,51.57,8,56.1,0.0,General,0.81
RELAXO,281.15,323.32,8,45.54,0.0,General,8.5
RELCHEMQ,116.83,134.35,8,52.1,0.0,General,1.04
RELIABLE,117.51,135.14,6,44.61,0.0,General,0.8
RELIANCE,1330.0,1529.5,2,40.99,0.0,General,1.01
RELIGARE,222.67,256.07,8,51.32,0.0,General,0.6
RELINFRA,89.09,102.45,8,55.01,0.0,General,0.07
RELTD,133.46,153.48,8,48.24,0.0,General,0.24
REMSONSIND,94.57,108.76,8,48.4,0.0,General,0.29
RENUKA,27.53,31.66,8,62.47,0.0,General,0.52
REPCOHOME,377.35,433.95,8,52.78,0.0,General,1.65
REPL,82.06,94.37,8,54.93,0.0,General,0.43
REPRO,364.6,419.29,8,48.75,0.0,General,0.62
RESPONIND,138.8,159.62,4,35.38,0.0,General,1.52
RETAIL,20.33,23.38,8,50.35,0.0,General,1.26
RGL,103.78,119.35,8,49.6,0.0,General,0.66
RHIM,380.25,437.29,8,49.73,0.0,General,0.36
RHL,183.31,210.81,8,55.95,0.0,General,0.0
RICOAUTO,114.52,131.7,10,52.54,0.0,General,1.33
RIIL,710.95,817.59,8,55.58,0.0,General,0.31
RISHABH,439.4,505.31,8,62.9,0.0,General,1.96
RITCO,190.73,219.34,4,44.64,0.0,General,0.08
RITES,205.45,236.27,8,56.61,0.0,General,6.56
RKDL,20.52,23.6,8,56.79,0.0,General,1.31
RKEC,38.15,43.87,8,53.55,0.0,General,0.8
RKFORGE,531.25,610.94,8,53.01,0.0,General,0.81
RKSWAMY,85.2,97.98,8,46.5,0.0,General,0.43
RMDRIP,26.31,30.25,6,36.72,0.0,General,0.64
RML,716.05,823.46,6,47.23,0.0,General,2.3
ROHLTD,356.4,409.86,6,60.58,0.0,General,1.98
ROLEXRINGS,131.48,151.2,8,60.92,0.0,General,3.88
ROLLT,1.27,1.46,8,54.91,0.0,General,0.54
ROML,42.91,49.35,8,52.29,0.0,General,0.89
ROSSARI,446.5,513.47,8,50.63,0.0,General,0.39
ROSSELLIND,49.81,57.28,6,62.64,0.0,General,0.97
ROSSTECH,798.25,917.99,8,64.98,0.0,General,1.1
ROTO,56.17,64.6,8,52.05,0.0,General,0.28
ROUTE,483.75,556.31,8,51.61,0.0,General,0.23
RPEL,679.55,781.48,8,54.61,0.0,General,0.74
RPGLIFE,1887.1,2170.16,8,49.13,0.0,General,0.45
RPOWER,24.62,28.31,8,55.66,0.0,General,1.2
RPPINFRA,72.85,83.78,8,53.93,0.0,General,0.41
RPPL,16.11,18.53,8,52.84,0.0,General,0.13
RPSGVENT,966.7,1111.71,10,64.93,0.0,General,0.29
RPTECH,386.2,444.13,6,65.37,0.0,General,0.65
RRKABEL,1386.2,1594.13,10,50.2,0.0,General,0.97
RSSOFTWARE,29.35,33.75,8,52.33,0.0,General,0.65
RSWM,140.97,162.12,8,56.19,0.0,General,0.89
RSYSTEMS,269.02,309.37,8,48.0,0.0,General,0.1
RTNINDIA,32.17,37.0,6,62.42,0.0,General,1.48
RTNPOWER,8.77,10.09,6,59.27,0.0,General,1.22
RUBFILA,66.18,76.11,8,57.8,0.0,General,0.26
RUBYMILLS,216.9,249.43,6,61.68,0.0,General,0.73
RUCHINFRA,6.26,7.2,8,59.26,0.0,General,0.66
RUCHIRA,109.51,125.94,8,58.43,0.0,General,0.29
RUPA,131.44,151.16,8,53.02,0.0,General,0.53
RUSHIL,14.91,17.15,4,42.78,0.0,General,2.47
RUSTOMJEE,396.95,456.49,8,48.62,0.0,General,0.36
RVHL,39.02,44.87,8,53.77,0.0,General,0.29
RVNL,272.83,313.75,8,48.55,0.0,General,1.16
RVTH,633.1,728.06,8,60.25,0.0,General,0.27
S&SPOWER,325.9,374.78,4,50.24,0.0,General,0.66
SABEVENTS,10.33,11.88,6,39.74,0.0,General,2.08
SADBHAV,9.48,10.9,8,61.55,0.0,General,0.27
SADBHIN,2.62,3.01,8,45.84,0.0,General,0.03
SADHNANIQ,1.73,1.99,8,45.08,0.0,General,1.88
SAFARI,1561.8,1796.07,8,46.46,0.0,General,0.47
SAGARDEEP,22.91,26.35,8,47.39,0.0,General,0.16
SAGCEM,176.88,203.41,8,51.57,0.0,General,1.01
SAGILITY,42.72,49.13,8,55.08,0.0,General,0.36
SAHYADRI,239.49,275.41,8,54.68,0.0,General,0.37
SAIL,163.35,187.85,10,59.07,0.0,General,0.89
SAILIFE,978.1,1124.81,6,51.21,0.0,General,1.22
SAKAR,572.35,658.2,8,64.27,0.0,General,1.71
SAKHTISUG,16.43,18.89,6,60.92,0.0,General,0.39
SAKSOFT,133.9,153.98,8,52.45,0.0,General,0.6
SAKUMA,2.04,2.35,6,65.22,0.0,General,0.87
SALASAR,7.08,8.14,8,52.34,0.0,General,0.75
SALONA,276.1,317.52,10,56.7,0.0,General,1.76
SALSTEEL,42.17,48.5,10,55.57,0.0,General,1.16
SALZERELEC,570.1,655.61,8,50.97,0.0,General,0.64
SAMBHAAV,6.83,7.85,6,61.04,0.0,General,2.66
SAMHI,154.36,177.51,8,54.48,0.0,General,0.47
SAMMAANCAP,153.55,176.58,10,60.23,0.0,General,0.56
SAMPANN,29.96,34.45,8,56.78,0.0,General,0.87
SANATHAN,421.75,485.01,8,56.17,0.0,General,0.82
SANCO,2.08,2.39,2,36.15,0.0,General,1.12
SANDESH,919.0,1056.85,8,48.04,0.0,General,0.29
SANDHAR,484.7,557.41,8,51.82,0.0,General,0.83
SANDUMA,196.92,226.46,10,54.37,0.0,General,1.09
SANGAMIND,447.95,515.14,10,54.98,0.0,General,0.7
SANGHIIND,49.88,57.36,4,38.45,0.0,General,0.78
SANGHVIMOV,296.2,340.63,6,62.36,0.0,General,1.08
SANGINITA,21.1,24.27,8,85.14,0.0,General,0.3
SANOFI,3463.5,3983.02,8,46.75,0.0,General,1.42
SANOFICONR,4568.8,5254.12,8,58.32,0.0,General,0.7
SANSERA,2251.7,2589.45,10,57.81,0.0,General,1.27
SANSTAR,81.03,93.18,8,47.76,0.0,General,0.22
SAPPHIRE,161.95,186.24,6,42.27,0.0,General,0.81
SARDAEN,546.65,628.65,10,59.04,0.0,General,1.45
SAREGAMA,317.15,364.72,2,42.76,0.0,General,1.74
SARLAPOLY,84.06,96.67,8,57.55,0.0,General,1.0
SARVESHWAR,3.9,4.49,8,62.91,0.0,General,0.79
SASKEN,1215.1,1397.36,8,55.9,0.0,General,0.12
SASTASUNDR,269.1,309.47,2,43.69,0.0,General,0.53
SATIA,63.21,72.69,8,57.22,0.0,General,0.28
SATIN,156.15,179.57,8,62.02,0.0,General,0.79
SAURASHCEM,57.66,66.31,8,47.26,0.0,General,0.43
SBC,32.17,37.0,10,60.41,0.0,General,0.95
SBCL,467.45,537.57,6,63.23,0.0,General,0.9
SBFC,87.98,101.18,8,49.38,0.0,General,1.18
SBGLP,28.91,33.25,8,60.61,0.0,General,0.47
